AdoptionSpeed,MaturitySize,FurLength,Dewormed,Vaccinated,Sterilized,Health,Fee,Age
4,2,2,1,1,3,1,0,2
2,2,1,1,1,2,1,0,2
3,2,1,2,2,2,1,0,1
2,2,1,2,2,2,1,0,1
3,2,2,1,1,1,1,350,30
2,2,1,1,2,1,1,0,12
1,2,1,2,2,2,1,0,1
4,1,3,1,1,2,1,0,56
2,1,1,2,2,2,1,0,2
4,2,2,3,3,3,1,0,24
4,2,1,1,1,2,1,0,36
2,2,2,1,2,2,1,0,2
4,1,1,1,2,2,1,0,3
4,2,3,1,2,3,1,250,1
2,3,2,1,1,2,1,350,54
1,2,1,2,2,2,1,0,4
1,1,1,3,2,2,1,0,2
2,2,2,1,1,1,1,100,12
4,2,2,2,2,2,1,0,50
4,2,1,1,1,1,1,0,11
4,1,1,2,2,2,1,0,12
1,2,1,2,2,2,1,150,2
3,2,2,2,2,2,1,0,1
4,1,2,2,2,2,1,0,3
2,2,1,2,2,2,1,0,1
4,2,1,1,1,1,1,0,24
3,2,1,2,2,2,1,0,1
4,2,1,1,2,2,1,0,2
3,1,1,2,2,2,1,0,1
0,3,3,1,1,1,1,0,30
4,2,1,2,2,2,1,0,3
4,2,1,1,1,3,1,0,8
4,2,1,2,2,2,1,0,1
2,2,1,1,1,2,1,0,3
4,2,1,2,2,2,1,0,2
4,2,1,1,1,1,1,0,6
3,2,1,1,1,1,1,0,5
1,2,2,2,2,2,1,0,13
4,1,1,1,1,1,1,0,6
3,2,1,2,2,2,1,0,2
3,2,2,1,2,3,1,0,17
2,2,1,1,2,2,1,0,1
4,2,2,1,2,2,1,0,12
4,2,2,1,2,2,2,10,5
4,3,1,1,1,2,1,0,2
2,2,2,1,3,3,1,0,3
4,1,1,2,2,2,1,0,4
4,2,2,1,1,1,1,0,8
2,1,1,2,2,2,1,0,3
4,2,1,1,1,2,1,0,11
4,2,1,1,1,2,1,30,4
2,2,1,2,2,2,1,0,3
4,2,2,1,1,2,1,150,3
3,2,1,1,2,2,1,8,2
1,2,1,1,2,2,1,0,3
3,1,1,1,2,1,1,0,6
2,2,1,1,1,1,1,0,8
1,1,2,2,2,2,1,0,2
1,1,1,1,2,2,1,0,1
4,2,1,3,3,3,1,0,2
3,2,1,2,2,2,1,0,3
4,1,1,1,1,2,2,0,12
4,2,1,1,2,1,1,100,23
4,2,1,2,2,2,1,0,12
1,1,3,2,2,2,1,0,2
4,2,1,1,1,2,1,150,4
1,1,2,2,2,2,1,0,2
2,2,2,2,2,2,1,0,1
0,2,1,2,2,2,1,0,0
1,1,1,1,2,2,2,9,2
4,2,1,1,3,3,2,0,12
2,2,3,2,1,1,1,50,92
4,2,2,2,2,2,1,0,8
3,1,1,3,1,2,1,50,30
4,2,1,1,2,2,1,0,2
4,2,1,1,1,2,1,0,3
4,3,1,2,2,2,1,0,14
1,3,1,2,2,2,1,0,2
2,2,2,3,1,3,1,0,14
1,3,2,1,1,2,1,150,3
0,1,3,2,2,2,1,0,2
1,2,1,3,3,2,1,0,2
2,3,1,1,1,1,1,500,19
2,2,1,2,2,2,1,0,3
3,2,2,2,2,2,1,0,1
2,2,1,2,2,2,1,0,3
2,3,1,1,1,2,1,0,4
4,2,1,1,1,1,2,100,5
3,2,2,2,2,2,1,0,5
4,2,1,1,1,3,1,0,7
2,3,1,2,2,2,1,0,3
3,2,1,1,1,2,1,0,2
1,2,1,1,3,2,1,0,2
4,3,1,1,1,2,1,100,6
3,2,1,1,1,2,1,0,2
3,2,2,2,2,2,1,0,3
3,2,1,2,2,2,1,0,4
2,2,1,2,2,2,1,0,4
2,2,1,3,2,2,1,0,2
1,2,2,2,2,2,1,0,3
2,2,1,2,2,2,1,0,3
4,1,1,1,1,2,1,100,2
3,1,1,2,2,2,1,0,1
3,2,1,1,1,1,1,300,24
2,1,1,3,3,3,2,0,2
3,1,1,1,2,2,1,0,4
4,2,2,1,1,2,1,0,3
3,2,1,2,2,2,1,0,3
4,2,1,1,2,2,1,50,3
2,2,2,1,1,2,1,200,3
3,2,1,1,1,1,1,0,29
1,1,1,1,1,2,1,0,32
4,3,1,1,2,2,1,0,2
2,2,1,2,2,2,1,1,7
4,3,1,1,1,1,1,50,5
1,2,1,1,2,2,1,0,1
4,3,2,1,1,2,1,0,12
4,2,2,2,2,2,1,0,2
2,2,1,1,1,2,1,0,5
3,2,2,2,2,1,1,0,12
2,2,1,2,2,2,1,0,2
2,3,2,1,1,2,1,0,12
1,1,3,3,3,3,1,0,24
3,2,1,3,1,3,1,0,3
4,2,1,1,1,1,1,0,12
2,2,3,3,3,2,1,0,6
2,1,2,2,2,2,1,0,4
4,2,2,1,1,1,1,500,48
4,1,1,1,1,1,1,100,5
1,3,3,1,1,2,1,550,10
4,2,2,3,3,3,1,0,2
3,2,1,2,2,2,1,0,5
4,2,3,3,3,3,1,0,24
2,2,2,1,2,2,1,0,3
1,2,2,2,2,2,1,50,1
3,2,2,2,2,2,1,0,1
4,2,3,1,1,1,1,0,24
3,2,1,2,2,2,1,0,4
1,1,2,2,2,2,1,0,1
4,2,1,1,1,1,1,0,48
2,2,2,2,2,2,1,20,2
2,2,3,1,1,1,1,0,18
2,1,1,2,2,2,1,0,2
2,2,2,3,3,3,1,0,12
2,2,1,1,1,2,1,0,3
2,2,1,2,2,2,1,0,2
2,2,2,2,3,2,1,0,12
3,2,1,1,1,1,1,50,6
2,2,1,2,2,2,1,20,1
3,2,1,1,1,1,1,0,7
3,1,1,2,2,2,1,0,2
2,2,1,2,2,2,1,0,2
3,2,1,2,2,2,1,0,5
1,3,2,3,3,3,1,0,84
2,1,2,1,2,2,1,0,2
2,2,1,1,1,2,1,0,3
2,2,2,1,2,2,1,0,1
2,2,2,2,2,2,1,0,1
2,2,2,1,2,2,1,0,2
4,2,3,2,2,2,1,0,11
4,1,1,3,3,3,1,100,2
3,2,1,1,3,3,1,0,4
1,2,1,3,3,3,1,0,7
3,1,1,1,2,2,1,0,2
3,3,2,3,3,1,1,0,36
2,1,2,1,2,2,1,0,2
2,1,1,2,2,2,1,0,6
4,2,1,1,1,1,1,0,3
4,2,1,1,1,2,1,0,5
4,1,1,2,2,2,1,0,3
2,3,2,1,2,3,1,0,1
2,2,2,2,2,1,1,0,12
4,2,1,2,2,2,1,0,1
2,2,1,2,2,2,1,0,1
3,2,2,1,1,1,1,0,12
4,2,2,2,2,2,1,0,3
1,2,2,2,2,2,1,0,1
2,3,1,1,1,2,1,0,5
2,2,1,1,3,2,1,0,9
4,2,1,1,1,1,1,100,16
1,2,1,1,1,2,1,0,5
2,2,3,1,2,2,1,550,2
3,2,1,2,2,2,1,0,2
4,2,1,1,1,1,1,0,12
4,3,1,1,1,1,1,0,36
2,2,1,1,2,2,1,0,1
3,2,1,2,2,2,1,0,1
3,2,2,2,2,2,1,100,8
1,1,2,1,1,2,1,0,48
2,2,1,2,2,2,1,0,2
3,1,1,1,1,2,1,0,2
4,2,1,1,1,1,1,0,3
3,2,2,3,3,2,1,0,12
3,2,1,1,1,2,1,0,5
2,2,2,1,1,1,1,0,4
4,3,1,3,3,3,1,0,3
3,3,1,3,3,2,1,0,12
2,1,2,1,1,2,1,0,2
2,2,1,2,2,2,1,0,1
3,2,1,1,2,2,1,80,12
2,2,1,1,1,2,1,0,30
4,2,1,1,1,2,1,90,2
4,1,1,1,1,1,1,200,6
4,3,1,1,1,1,1,0,60
4,2,1,1,1,1,1,0,60
0,2,3,1,1,2,1,0,4
1,1,2,2,2,2,1,0,2
3,2,1,1,1,2,1,0,1
4,2,2,1,1,1,1,150,24
1,2,1,1,3,2,1,0,1
1,1,1,2,2,2,1,0,2
4,1,1,3,2,3,1,5,1
4,2,1,1,1,1,1,200,1
1,2,2,1,1,2,1,0,1
4,2,2,1,1,1,1,0,24
4,2,1,1,1,1,1,0,9
2,2,2,2,2,2,1,0,1
2,1,1,1,2,2,1,30,1
1,3,2,2,2,2,1,0,10
2,2,2,1,2,2,1,0,2
1,3,1,1,1,2,1,0,10
2,2,2,2,2,3,1,0,3
3,2,1,1,1,1,1,100,4
2,2,1,1,1,2,1,0,3
4,2,1,2,2,2,1,50,8
2,1,2,2,2,2,1,0,2
2,2,1,2,2,2,1,0,2
4,2,1,1,1,3,1,0,4
2,2,1,1,2,2,1,0,1
4,1,2,1,1,1,1,0,8
2,2,1,2,2,2,1,10,2
2,2,1,3,3,1,1,0,24
3,2,2,1,1,3,1,0,1
4,1,1,3,1,2,1,0,2
1,2,1,1,1,2,1,0,2
2,1,1,2,2,2,2,0,2
2,2,1,1,1,1,1,0,20
1,2,1,1,2,1,1,0,3
4,1,1,1,1,2,1,0,2
0,2,2,3,3,3,1,0,6
4,3,1,1,1,1,1,300,15
3,2,1,1,1,1,1,0,8
2,1,2,3,3,1,1,0,9
0,3,3,3,3,3,1,0,12
2,2,2,2,2,2,1,0,18
2,2,1,2,2,2,1,0,3
4,2,1,3,3,1,2,0,24
4,1,1,1,1,2,1,0,12
3,2,2,1,1,2,2,0,12
4,2,2,1,1,1,1,0,12
1,1,1,1,1,2,1,0,1
2,2,1,1,2,2,1,0,1
3,2,1,2,2,2,1,0,4
2,2,2,1,1,2,1,0,2
2,2,1,1,1,1,1,0,4
1,1,1,1,1,3,1,0,1
1,1,2,2,2,2,1,100,2
3,1,1,1,2,2,1,0,2
1,2,1,2,2,2,1,0,2
2,2,2,2,2,2,1,0,4
2,2,1,3,1,1,1,0,18
2,2,1,1,1,2,1,0,2
4,2,1,2,2,3,1,0,2
2,2,2,2,2,2,1,0,1
3,1,2,1,2,2,1,0,4
3,1,3,1,1,1,2,0,84
4,2,1,2,2,1,1,0,24
3,2,1,2,2,2,1,0,1
4,1,2,2,2,2,1,0,3
4,2,1,2,2,3,1,0,9
1,3,2,1,1,2,1,0,48
4,2,2,1,1,2,1,0,7
1,1,3,1,1,3,1,0,24
4,2,1,1,1,2,1,100,4
1,2,2,2,2,2,1,0,2
3,2,1,2,2,2,1,0,6
1,2,2,2,2,2,1,150,4
2,2,1,1,2,1,1,0,6
0,1,2,1,1,1,1,0,60
1,1,1,1,2,2,1,0,2
2,2,2,1,1,1,1,0,4
0,2,2,2,2,3,1,0,2
4,2,2,1,1,3,1,0,60
1,2,2,1,2,2,1,0,1
4,2,2,2,3,3,1,0,2
0,1,2,3,3,3,1,0,120
2,2,1,2,2,2,1,0,1
3,2,2,1,1,1,1,0,12
1,2,1,2,2,2,1,0,3
4,2,1,1,1,1,1,100,6
1,2,3,1,1,1,1,0,72
2,2,1,2,2,2,1,0,1
1,2,1,2,2,2,1,0,1
2,2,1,1,2,2,1,0,2
2,2,1,3,3,2,1,0,5
3,2,1,2,2,2,1,0,3
2,1,2,2,2,2,1,0,1
4,2,2,2,2,2,1,0,3
2,2,1,2,2,2,1,50,2
2,2,2,1,2,2,1,0,3
2,2,2,1,1,2,1,200,27
1,2,1,2,2,2,1,0,2
2,2,1,2,2,2,1,0,1
4,3,3,3,3,3,1,0,36
3,2,1,3,3,2,1,0,1
4,2,1,2,1,2,1,0,6
1,1,1,2,2,2,1,0,1
2,2,1,1,2,2,1,0,2
4,2,2,1,1,1,1,0,12
1,2,2,2,2,2,1,0,2
2,2,1,1,1,1,1,0,5
2,2,1,1,2,1,1,0,12
3,2,2,1,1,2,1,0,2
1,2,1,2,2,2,1,0,2
2,2,1,1,2,2,1,0,3
4,1,1,3,3,2,1,250,6
2,2,2,2,2,2,1,0,2
3,3,1,3,3,2,1,0,12
2,2,1,1,1,2,1,0,2
4,2,2,1,1,1,1,0,96
1,3,1,3,3,3,1,0,24
4,1,1,2,2,1,1,0,4
3,2,1,1,1,2,1,0,2
3,2,1,1,2,2,1,0,2
4,2,2,1,1,1,1,150,2
2,3,2,1,1,2,1,0,4
4,1,1,1,1,3,1,0,6
3,2,1,3,1,2,1,0,4
2,3,1,2,2,2,1,0,1
4,2,3,1,1,1,1,0,24
4,2,1,1,1,1,1,0,24
3,2,2,3,1,2,1,0,1
1,1,1,2,2,2,1,0,2
4,2,1,3,3,3,1,0,2
3,3,2,2,2,1,1,0,3
4,2,1,1,1,2,1,0,36
1,3,2,3,3,3,1,0,3
2,1,1,1,1,2,1,0,2
3,2,1,1,1,1,1,80,17
4,2,2,1,1,1,1,0,6
4,2,2,1,1,2,1,0,5
4,2,3,2,2,1,1,100,12
2,2,1,1,2,2,1,0,2
2,2,1,2,2,2,1,0,2
3,3,1,1,1,1,1,0,18
4,2,1,1,1,1,1,0,7
4,2,1,1,2,2,1,0,2
2,2,1,1,1,1,1,0,12
4,2,2,1,1,1,1,0,36
3,1,2,2,2,2,1,300,3
2,2,1,1,1,1,1,0,36
4,2,1,1,1,1,1,0,60
4,2,2,3,3,3,1,0,24
3,2,1,1,1,2,1,110,10
2,2,2,1,1,2,1,0,12
2,2,1,1,1,2,1,0,4
4,1,1,1,1,1,1,500,24
1,1,3,1,1,1,1,100,60
4,2,1,1,1,1,1,100,6
4,2,2,1,2,2,1,0,4
2,2,1,1,2,2,1,0,2
2,2,3,2,2,2,1,350,2
2,2,1,2,2,2,1,0,0
3,2,1,1,1,1,1,0,72
2,1,1,2,2,2,1,0,3
4,1,1,2,2,2,1,0,2
2,2,1,2,2,2,1,0,1
4,2,1,2,2,2,1,0,3
2,2,2,1,2,2,1,0,2
3,2,2,3,3,3,2,0,120
4,2,2,3,3,3,1,0,12
2,2,1,1,1,2,1,0,2
4,2,1,2,2,2,1,0,2
1,2,2,2,2,2,1,0,1
3,1,1,2,2,2,1,0,1
4,2,1,1,2,2,1,0,2
1,2,1,1,1,3,1,0,7
4,2,1,1,1,1,1,300,36
3,1,1,2,2,2,1,0,3
4,1,1,1,2,3,1,50,2
2,1,1,2,2,2,1,0,2
2,2,1,2,1,2,1,0,2
3,2,2,1,1,1,1,0,8
4,2,1,2,2,2,1,0,96
1,2,2,2,2,2,1,0,1
3,2,1,2,2,2,1,0,1
3,2,1,1,1,2,1,0,6
1,2,1,2,2,2,1,0,2
3,2,1,2,2,2,1,0,3
1,1,1,1,1,2,1,0,3
3,1,1,1,1,2,1,50,12
1,3,1,1,2,2,1,0,2
1,1,2,2,2,2,1,0,4
2,1,1,1,1,2,1,0,15
2,1,1,3,3,3,3,0,72
2,2,2,2,2,2,1,0,2
4,2,1,3,3,3,1,0,5
2,2,1,1,1,3,1,0,2
4,3,1,1,2,2,1,0,6
1,2,1,1,1,1,1,0,3
4,2,2,2,2,2,1,0,7
4,2,1,1,2,2,1,0,3
2,3,2,2,2,2,1,0,5
1,2,2,2,2,2,1,0,2
3,2,2,1,1,1,1,0,7
3,2,1,1,1,3,1,0,1
3,3,2,1,1,2,1,0,49
1,2,1,2,2,2,1,0,1
1,2,1,2,2,2,1,0,1
2,2,2,2,2,2,1,0,12
4,1,1,3,3,2,1,1,9
0,3,2,2,2,3,1,0,2
1,2,2,3,3,3,1,0,2
4,1,2,2,2,2,1,0,2
2,2,2,1,2,2,1,0,3
1,1,1,2,2,2,1,0,4
2,1,1,1,2,3,1,0,2
2,1,1,1,2,2,1,0,4
4,2,2,1,2,1,1,0,12
2,2,1,1,1,2,1,0,2
1,2,1,3,3,3,1,0,5
1,2,1,2,2,3,1,0,1
3,2,1,1,2,2,1,0,3
1,2,2,3,3,3,1,0,36
1,2,2,1,1,2,1,0,1
3,2,2,2,2,2,1,0,2
4,2,2,3,3,3,1,0,36
4,2,2,2,2,2,1,0,2
0,1,2,1,1,3,1,0,12
3,3,1,1,1,2,1,0,2
3,2,1,1,2,3,1,0,3
3,3,2,3,2,2,1,0,12
4,2,1,2,2,2,1,0,2
3,2,1,2,2,2,1,0,2
2,2,2,1,1,1,1,0,60
2,1,1,1,2,3,1,0,1
4,2,2,3,3,3,1,0,2
1,2,2,1,2,2,1,0,1
3,2,2,3,3,3,1,0,7
4,2,1,1,1,2,1,0,6
4,2,2,2,2,2,1,0,12
2,1,2,1,2,2,1,0,48
4,2,1,1,1,1,1,0,5
3,2,2,1,1,2,1,150,1
4,1,1,1,1,3,1,0,4
4,2,1,2,2,2,1,0,2
2,1,2,1,2,2,1,0,1
2,2,1,2,2,2,1,0,0
3,2,3,2,2,2,1,0,5
3,2,1,2,2,2,1,0,1
1,2,1,2,2,2,1,50,12
4,2,1,1,1,1,1,1,13
4,2,2,2,2,2,1,0,2
4,2,1,1,1,2,1,0,12
4,1,1,1,1,2,1,0,5
3,2,1,2,2,2,1,0,2
1,1,2,1,1,2,1,200,12
4,1,3,2,1,2,1,220,13
1,2,1,2,2,2,1,0,7
2,2,1,3,1,2,1,0,24
0,2,2,1,1,1,1,0,27
4,2,2,2,2,3,1,0,2
3,2,1,1,1,1,1,0,24
1,1,3,1,1,2,1,0,60
1,2,2,1,1,2,1,0,5
4,1,2,2,2,2,1,0,1
2,2,2,2,2,2,1,0,1
1,2,1,3,1,2,1,0,5
2,1,1,2,2,2,1,0,4
2,3,1,2,2,2,1,50,3
4,2,1,1,1,1,1,0,11
2,2,2,1,1,2,1,0,2
2,2,1,1,1,2,1,120,4
1,2,2,1,1,2,1,0,2
3,1,1,1,1,2,1,0,4
3,2,1,1,1,1,1,0,6
2,1,1,1,3,1,1,0,7
1,3,3,1,2,2,1,150,4
4,2,2,1,1,1,1,0,12
2,2,1,1,1,1,1,0,10
2,1,1,2,2,2,1,0,2
2,2,2,1,2,2,1,0,1
4,2,2,1,1,2,1,50,3
1,2,1,1,2,2,1,0,2
2,2,1,1,1,2,1,0,1
2,2,2,1,2,2,1,0,2
4,2,2,3,2,3,1,0,12
3,1,1,2,2,2,1,0,1
2,2,1,1,2,3,1,0,3
2,1,1,1,1,1,1,0,10
3,1,1,1,1,1,1,80,12
2,2,1,1,1,2,1,0,6
0,2,1,1,1,1,1,0,44
1,4,1,1,1,1,1,500,12
2,2,1,2,2,2,1,0,9
1,2,2,2,2,2,1,0,2
2,2,1,1,2,3,1,0,2
2,2,2,3,2,2,1,0,2
1,2,2,1,2,2,1,0,2
1,2,2,2,2,2,1,1,2
4,2,1,2,2,2,1,0,36
4,2,1,1,3,3,1,0,4
1,2,1,2,2,2,1,0,3
4,1,1,2,2,2,1,0,0
4,2,2,2,2,2,2,0,9
2,2,2,2,2,2,1,0,1
2,2,1,1,1,1,1,0,7
2,2,1,1,1,1,1,0,24
1,2,1,1,1,2,1,0,3
1,1,2,1,1,2,1,200,2
4,3,1,1,1,1,1,200,12
1,2,1,1,1,2,1,0,5
2,2,2,2,2,2,1,0,0
2,2,1,2,2,2,1,20,2
0,1,2,2,2,2,1,0,1
4,2,1,2,2,2,1,0,1
3,3,1,3,3,2,1,0,3
2,2,1,1,2,2,1,0,1
1,1,2,2,2,2,2,0,2
4,2,3,3,3,3,1,0,9
1,3,1,1,1,2,1,50,5
4,1,2,2,2,2,1,0,2
2,3,2,2,2,2,2,30,1
0,2,2,2,2,2,1,0,2
3,2,1,1,2,2,1,0,2
3,2,2,1,1,1,1,0,20
1,1,2,3,3,3,1,0,60
4,2,1,2,2,2,1,0,1
3,2,1,3,3,3,1,0,4
2,2,1,2,2,2,1,0,2
4,2,1,3,3,2,1,0,11
4,1,1,3,3,3,1,0,3
1,2,1,2,2,2,1,0,1
4,2,2,3,3,3,1,0,24
2,1,1,2,2,2,1,0,3
4,2,1,1,1,1,1,0,16
2,2,2,2,2,2,1,0,2
4,2,2,2,2,2,1,0,5
1,1,1,2,2,2,1,0,1
1,2,1,3,3,2,1,0,4
1,3,1,1,1,1,1,0,36
2,1,1,1,1,2,1,0,5
4,1,1,1,1,2,1,150,3
1,2,3,3,3,3,1,0,0
2,1,1,2,2,2,1,0,2
3,3,1,1,2,2,1,0,2
3,2,2,1,1,1,1,0,18
4,2,2,2,2,1,1,0,6
4,2,1,3,3,2,1,0,24
2,2,3,1,1,2,1,0,13
4,2,1,2,2,2,1,100,12
2,2,1,1,1,2,1,0,30
4,1,3,1,1,1,1,300,12
4,2,1,1,1,1,1,0,36
1,2,2,2,2,2,1,0,2
4,2,2,1,2,1,1,100,6
4,3,2,1,1,1,1,0,36
2,2,2,3,2,2,1,0,0
2,2,2,1,1,1,1,0,18
4,1,1,1,2,2,1,0,7
3,1,2,1,1,1,1,0,36
1,1,2,2,2,2,1,0,1
4,2,1,1,2,2,1,0,12
4,2,1,1,1,1,1,0,12
2,2,1,1,1,2,2,0,4
3,3,2,1,1,2,1,0,3
4,2,1,2,2,2,1,0,1
2,1,2,1,1,2,1,0,3
0,2,2,2,2,2,1,0,4
3,2,1,1,1,2,1,0,3
1,1,1,1,3,3,1,0,2
3,3,3,2,2,2,1,250,2
4,2,2,1,1,1,1,0,27
0,2,2,3,1,2,1,0,4
4,2,2,1,1,1,1,0,4
2,2,3,3,3,3,1,0,48
3,2,1,1,2,2,1,0,1
2,2,2,3,3,1,1,0,36
3,2,3,1,1,1,1,30,18
1,3,3,1,1,2,1,0,36
2,2,1,1,1,2,1,50,5
4,2,2,1,2,2,1,100,3
1,2,1,2,2,2,1,0,1
1,2,1,1,2,2,1,0,2
4,2,1,1,1,1,1,0,12
4,3,1,1,2,2,1,0,3
2,2,1,2,2,2,1,0,2
3,2,2,1,1,2,1,0,8
3,1,1,3,3,3,1,0,36
4,2,2,2,2,3,1,0,36
1,2,2,1,1,2,1,0,2
3,2,2,3,3,2,1,0,144
1,2,1,2,2,2,1,0,2
2,2,1,3,3,2,1,0,2
3,3,2,1,1,2,1,0,60
4,2,2,1,2,2,1,0,2
4,2,3,1,2,1,2,30,36
4,2,1,1,1,1,1,0,36
1,1,2,2,2,2,1,0,3
4,2,2,3,3,3,1,0,2
2,2,2,1,3,3,1,0,18
1,1,1,1,1,2,1,50,1
4,1,1,3,3,3,1,0,12
3,2,1,2,2,2,1,0,24
2,2,1,2,2,2,1,0,0
2,2,1,3,3,3,1,0,1
2,2,1,2,2,2,1,0,2
1,2,3,2,2,2,1,0,1
4,1,2,1,1,2,1,0,4
3,1,1,1,2,2,1,0,2
4,2,2,2,1,1,1,0,12
4,2,2,1,1,3,1,0,2
2,2,2,1,2,2,1,0,2
4,3,1,1,1,1,1,0,12
2,2,2,1,1,2,1,0,2
2,1,1,1,3,3,1,0,72
1,1,1,1,1,1,1,70,5
1,2,3,1,1,1,2,0,36
4,1,1,3,3,3,1,0,2
2,2,2,2,2,2,1,0,1
4,2,1,2,2,2,1,0,29
1,2,2,3,3,3,1,0,4
2,2,2,1,1,1,1,0,7
4,2,1,1,1,1,1,0,22
4,1,1,1,1,2,1,0,6
3,2,2,1,1,2,1,0,3
2,1,1,2,2,2,1,0,3
1,2,1,1,2,1,1,5,10
3,2,1,1,2,2,1,100,1
2,2,1,2,1,2,1,0,4
4,1,1,1,1,1,1,0,5
1,2,1,1,2,2,1,150,3
2,1,1,2,2,2,1,0,1
4,2,1,2,2,2,1,0,4
1,2,1,1,2,2,1,0,2
4,2,1,1,2,2,2,0,24
4,2,1,1,2,2,1,0,3
2,3,3,1,3,2,2,0,7
3,2,1,2,2,2,1,0,1
3,1,1,1,1,1,1,0,8
3,2,1,2,2,2,1,0,2
4,2,2,2,2,3,1,50,6
4,2,1,2,2,2,2,0,2
2,1,1,2,2,2,1,50,1
1,1,1,1,1,3,1,0,4
2,3,1,1,1,1,1,0,3
4,2,2,2,2,2,3,0,12
4,2,1,1,1,2,1,0,3
3,2,2,1,1,2,1,0,2
1,1,2,2,2,2,1,0,2
4,3,2,1,1,2,1,0,3
3,2,1,1,1,1,1,80,24
1,2,2,1,1,2,1,0,2
1,1,1,2,2,2,1,0,2
2,2,1,1,1,1,1,0,24
4,2,1,1,1,2,1,0,6
2,2,1,1,2,1,1,0,8
2,2,2,3,3,3,1,0,72
2,2,2,1,2,2,1,100,16
0,1,2,3,3,3,1,0,12
3,1,2,1,2,2,1,0,1
3,3,1,3,3,3,1,0,60
3,2,1,2,2,2,1,0,3
3,2,1,1,1,2,1,400,4
4,2,2,2,2,2,1,0,4
3,3,1,3,3,2,1,0,3
4,1,2,1,1,2,2,0,3
4,2,1,1,1,1,1,0,12
2,2,1,1,2,2,1,0,1
1,2,1,1,2,2,1,80,4
4,2,1,1,1,2,1,0,2
4,2,1,1,1,2,1,0,1
0,2,1,2,2,2,1,0,21
3,2,2,2,2,2,1,0,2
3,2,3,1,1,2,1,400,2
4,2,1,2,2,1,1,0,12
4,2,2,1,1,1,1,0,30
3,2,1,1,1,2,1,0,2
4,2,2,1,1,1,1,0,18
3,2,1,2,2,2,1,20,2
1,2,2,1,2,2,1,0,1
1,1,1,2,2,2,1,0,1
4,2,1,1,1,1,1,0,14
2,3,1,1,1,1,1,0,62
4,2,2,2,2,2,1,89,6
2,2,1,1,2,2,1,0,2
4,2,1,1,2,1,1,30,12
2,2,3,1,1,2,1,750,2
3,2,2,1,2,2,1,0,3
1,2,1,2,2,2,1,0,3
4,2,1,1,1,1,1,50,12
1,2,1,3,3,3,1,0,1
1,1,1,3,3,3,1,0,36
4,2,2,2,2,2,1,0,12
4,2,1,3,2,1,1,0,24
2,2,1,1,1,2,1,0,2
3,2,2,1,1,2,1,0,3
3,3,1,1,1,1,1,100,36
2,2,1,2,2,2,1,0,1
2,2,2,1,1,2,1,0,2
1,1,3,3,3,3,1,0,36
0,2,1,1,1,2,1,0,2
1,2,1,1,1,2,1,0,7
3,2,2,1,1,1,1,0,19
4,2,1,1,2,2,2,0,2
4,1,2,1,1,1,1,0,12
2,2,1,1,1,2,1,150,3
3,1,1,1,2,2,1,0,4
2,1,1,1,1,2,1,0,2
3,2,1,1,2,2,1,0,3
1,3,2,2,2,2,1,100,4
4,2,2,2,2,2,1,0,7
4,2,1,3,1,3,1,0,2
3,1,2,2,2,2,1,0,2
1,2,3,1,1,2,1,0,24
3,2,1,3,3,3,1,0,24
4,2,2,2,2,2,1,0,3
1,2,1,1,2,2,1,0,3
3,2,1,1,1,1,1,100,5
4,3,3,1,1,1,1,0,14
4,1,1,1,1,1,1,0,50
3,1,2,1,2,2,1,0,3
4,2,2,1,1,1,1,0,24
2,2,1,2,2,2,1,0,1
0,2,2,1,1,2,1,70,29
1,1,1,1,2,2,2,0,1
3,2,2,1,1,2,1,0,2
4,1,1,2,2,3,1,0,5
2,2,1,1,1,2,1,0,12
0,2,1,2,2,2,1,0,1
1,3,2,2,2,3,1,100,3
3,2,1,1,1,2,1,0,4
3,2,2,1,1,2,1,0,2
2,1,1,1,1,2,1,0,5
3,2,1,3,3,3,1,0,3
1,1,1,2,2,2,1,0,1
4,2,1,1,2,3,1,0,4
2,1,1,2,2,2,1,0,2
3,2,1,1,1,2,1,0,3
4,2,2,3,3,3,1,0,24
2,2,1,2,2,2,1,0,2
4,2,1,3,3,3,1,0,8
3,3,1,2,2,2,1,0,6
4,1,2,1,1,1,1,200,12
2,2,2,3,3,2,1,0,10
3,2,1,2,2,2,1,0,3
1,1,1,2,2,3,1,0,1
0,2,2,1,1,1,1,0,12
2,1,1,1,1,1,1,0,3
1,2,1,1,1,2,1,0,4
3,1,1,1,1,1,1,0,36
1,2,2,2,2,2,1,50,1
1,1,3,3,3,3,1,0,1
4,1,1,2,2,2,1,0,5
2,2,1,1,1,2,1,100,2
4,2,3,1,1,1,1,0,84
3,2,2,2,2,2,1,0,2
2,2,1,2,2,2,1,0,2
1,2,1,3,3,3,1,0,1
4,2,1,2,2,2,1,0,2
4,3,1,2,2,2,1,0,12
2,2,1,1,1,2,1,0,2
1,2,2,1,2,2,1,0,2
3,2,1,1,1,2,1,0,3
2,2,2,1,2,2,1,0,36
4,3,2,1,1,1,1,0,12
1,2,3,3,3,3,1,5,12
1,1,2,2,2,2,1,0,1
1,2,1,2,2,2,1,0,1
2,2,2,1,1,2,1,0,3
3,2,2,1,2,2,1,0,3
1,2,1,2,2,2,1,0,3
4,2,2,2,2,1,1,0,7
4,2,2,1,2,2,1,0,2
