AdoptionSpeed,MaturitySize,FurLength,Dewormed,Vaccinated,Sterilized,Health,Fee,Age,NameCounts,Named
2,3,1,1,1,2,1,0,5,2,1
1,1,2,2,2,2,1,0,2,52,1
4,2,2,3,3,3,1,0,12,1,1
3,2,1,1,2,2,1,0,2,1,1
2,2,1,1,2,2,1,0,2,7,1
2,3,1,1,2,1,1,0,14,1,1
1,1,1,2,2,2,1,0,1,26,1
2,2,1,3,3,3,1,0,8,1,1
4,1,1,1,1,2,1,100,3,1,1
4,2,2,1,1,1,1,0,8,1,1
4,1,2,1,1,1,1,30,6,1,1
1,1,1,2,2,2,1,0,1,1,1
1,2,1,1,1,2,1,0,1,1,1
4,2,1,1,2,1,1,0,18,1,1
1,2,2,1,2,2,2,0,60,39,1
4,2,1,1,2,2,1,0,12,1,1
1,2,1,1,1,3,1,100,6,0,0
4,1,2,2,2,2,1,0,2,0,0
4,1,2,2,2,2,1,0,2,1,1
1,1,2,3,2,2,1,0,2,2,1
2,2,1,1,2,2,1,0,2,29,1
2,2,1,2,2,3,1,0,5,0,0
2,2,1,2,2,2,1,0,2,9,1
1,3,2,1,1,2,1,0,24,1,1
3,1,2,1,2,2,1,0,2,1,1
4,1,1,1,1,1,1,0,5,1,1
4,2,2,1,1,1,1,0,24,1,1
4,2,1,1,2,2,1,0,2,1,1
2,2,1,1,1,2,1,0,1,2,1
1,2,2,2,2,2,1,0,2,64,1
2,1,1,1,2,2,1,0,4,1,1
3,1,1,1,1,3,1,250,36,1,1
3,2,1,1,1,3,1,0,12,1,1
3,1,1,1,1,1,1,0,12,1,1
2,2,1,2,2,2,1,0,2,1,1
1,1,1,1,1,1,1,0,84,17,1
4,2,2,2,2,2,1,0,4,1,1
1,3,3,1,1,2,1,500,7,4,1
2,2,1,1,2,2,1,50,2,1,1
4,2,1,2,2,2,1,0,9,1,1
2,2,1,1,2,2,1,0,1,1,1
4,1,2,1,2,2,1,0,3,1,1
3,1,1,2,2,2,1,0,3,1,1
4,2,2,1,1,1,1,0,24,1,1
1,1,2,2,2,2,1,40,4,1,1
3,2,3,1,1,2,1,0,1,21,1
2,2,1,2,2,2,1,0,5,1,1
4,2,2,1,2,2,1,0,3,1,1
2,2,2,2,2,2,1,0,2,39,1
4,1,1,3,3,3,2,0,4,0,0
4,2,1,1,1,2,1,0,2,2,1
1,3,2,1,1,1,1,0,24,0,0
0,2,2,3,3,2,1,0,1,17,1
4,2,1,1,1,1,1,0,9,20,1
2,3,2,1,1,2,1,0,4,3,1
4,2,2,1,1,1,1,0,96,1,1
2,2,1,1,2,1,2,0,60,1,1
4,2,2,3,3,3,1,0,72,1,1
3,3,1,2,2,2,1,0,46,9,1
2,2,1,1,2,2,1,0,2,12,1
4,2,2,3,3,3,1,0,1,12,1
4,2,1,3,3,3,1,100,1,1,1
3,1,1,3,3,3,1,0,3,1,1
3,1,1,1,2,2,1,0,2,1,1
4,2,2,1,1,2,1,100,2,1,1
4,1,1,1,1,3,2,0,3,1,1
1,2,1,2,2,2,1,0,2,1,1
2,2,2,1,1,1,1,135,6,1,1
1,1,1,1,1,2,1,0,2,0,0
4,2,2,1,3,3,1,0,12,1,1
3,1,2,1,1,2,1,0,8,1,1
2,2,1,2,2,2,1,0,2,1,1
4,2,3,1,1,1,1,0,48,1,1
3,1,2,2,2,2,1,0,1,1,1
1,2,1,1,2,2,1,0,1,28,1
4,2,1,1,2,1,1,0,2,1,1
2,2,1,2,2,2,1,0,6,1,1
3,2,1,2,2,2,1,0,3,1,1
2,2,2,2,2,2,1,0,0,3,1
0,1,2,2,2,2,1,0,3,1,1
3,2,1,1,1,1,1,0,12,29,1
1,2,2,1,1,2,1,50,2,1,1
3,2,1,2,2,2,1,0,9,2,1
1,2,1,1,1,2,1,0,3,1,1
2,2,1,1,1,2,1,0,4,8,1
2,2,1,1,2,2,1,0,2,52,1
3,2,1,3,3,2,1,0,3,4,1
2,2,1,1,2,2,2,0,4,1,1
3,2,1,1,2,2,1,0,3,1,1
4,3,1,1,2,3,1,0,2,1,1
2,1,1,1,2,2,1,50,2,1,1
1,2,2,2,2,2,1,150,2,1,1
1,1,2,1,1,1,1,0,10,5,1
2,2,2,3,3,3,1,0,12,1,1
3,1,2,1,1,2,1,200,15,1,1
1,2,2,2,2,2,1,0,5,1,1
2,1,1,3,3,3,1,0,3,0,0
2,3,2,1,1,2,1,0,3,2,1
1,2,1,2,2,2,1,0,1,3,1
4,1,2,1,1,1,1,0,6,6,1
4,2,1,1,1,1,1,0,36,1,1
3,1,2,1,2,2,1,0,2,1,1
1,2,1,2,2,2,1,0,2,1,1
1,3,1,3,3,3,1,0,2,1,1
1,2,2,2,2,2,1,0,2,0,0
1,2,2,2,2,2,1,0,5,0,0
1,1,1,1,2,2,1,0,1,1,1
1,2,1,3,3,3,1,0,1,9,1
3,2,2,1,1,1,1,0,24,2,1
1,2,1,2,2,2,1,5,1,1,1
0,1,2,3,1,3,1,0,2,2,1
1,2,1,1,2,2,1,0,2,1,1
2,2,1,1,3,3,1,0,2,21,1
3,2,2,1,2,2,1,0,5,2,1
3,2,1,2,2,2,1,0,3,1,1
1,3,3,2,2,2,1,0,1,1,1
3,2,2,1,2,2,1,0,2,1,1
2,2,2,2,2,2,1,0,1,1,1
3,2,2,1,1,1,1,0,10,1,1
3,2,2,1,2,2,1,0,1,12,1
3,2,1,3,3,1,1,300,60,1,1
3,2,2,1,1,2,1,0,2,3,1
2,2,2,1,3,2,1,0,5,1,1
3,1,2,1,1,3,1,100,50,3,1
2,2,1,2,2,2,1,50,2,1,1
4,1,1,2,2,2,1,0,1,1,1
4,1,1,1,1,2,3,0,72,30,1
1,2,2,3,3,3,1,0,1,0,0
3,2,1,1,2,2,1,0,3,3,1
4,1,2,2,2,2,1,0,1,1,1
1,3,2,1,1,2,1,0,17,1,1
2,2,1,1,2,2,1,0,1,2,1
3,2,1,1,1,2,1,0,2,1,1
2,2,3,1,1,2,1,0,84,1,1
4,2,1,1,1,1,1,0,24,2,1
3,1,1,2,2,2,1,0,1,7,1
4,2,1,2,2,2,1,0,8,1,1
3,2,2,1,2,2,1,0,1,1,1
3,2,1,1,1,2,1,0,8,20,1
4,1,1,3,3,3,1,10,1,1,1
4,2,1,1,1,1,1,0,48,8,1
2,2,2,1,1,2,1,0,4,3,1
4,2,2,1,1,3,1,0,2,1,1
2,2,1,1,1,2,1,0,2,11,1
3,2,1,2,2,2,1,0,1,1,1
2,2,1,2,2,2,1,0,1,0,0
3,2,2,1,1,1,1,350,30,1,1
2,2,1,1,2,1,1,0,12,2,1
1,2,1,2,2,2,1,0,1,1,1
4,1,3,1,1,2,1,0,56,1,1
2,1,1,2,2,2,1,0,2,1,1
4,2,2,3,3,3,1,0,24,1,1
4,2,1,1,1,2,1,0,36,15,1
2,2,2,1,2,2,1,0,2,1,1
4,1,1,1,2,2,1,0,3,0,0
4,2,3,1,2,3,1,250,1,1,1
2,3,2,1,1,2,1,350,54,7,1
1,2,1,2,2,2,1,0,4,2,1
1,1,1,3,2,2,1,0,2,0,0
2,2,2,1,1,1,1,100,12,1,1
4,2,2,2,2,2,1,0,50,2,1
4,2,1,1,1,1,1,0,11,4,1
4,1,1,2,2,2,1,0,12,0,0
1,2,1,2,2,2,1,150,2,9,1
3,2,2,2,2,2,1,0,1,2,1
4,1,2,2,2,2,1,0,3,6,1
2,2,1,2,2,2,1,0,1,1,1
4,2,1,1,1,1,1,0,24,52,1
3,2,1,2,2,2,1,0,1,1,1
4,2,1,1,2,2,1,0,2,1,1
3,1,1,2,2,2,1,0,1,0,0
0,3,3,1,1,1,1,0,30,1,1
4,2,1,2,2,2,1,0,3,1,1
4,2,1,1,1,3,1,0,8,1,1
4,2,1,2,2,2,1,0,1,1,1
2,2,1,1,1,2,1,0,3,2,1
4,2,1,2,2,2,1,0,2,0,0
4,2,1,1,1,1,1,0,6,1,1
3,2,1,1,1,1,1,0,5,1,1
1,2,2,2,2,2,1,0,13,1,1
4,1,1,1,1,1,1,0,6,4,1
3,2,1,2,2,2,1,0,2,5,1
3,2,2,1,2,3,1,0,17,3,1
2,2,1,1,2,2,1,0,1,1,1
4,2,2,1,2,2,1,0,12,11,1
4,2,2,1,2,2,2,10,5,2,1
4,3,1,1,1,2,1,0,2,1,1
2,2,2,1,3,3,1,0,3,1,1
4,1,1,2,2,2,1,0,4,5,1
4,2,2,1,1,1,1,0,8,1,1
2,1,1,2,2,2,1,0,3,1,1
4,2,1,1,1,2,1,0,11,1,1
4,2,1,1,1,2,1,30,4,7,1
2,2,1,2,2,2,1,0,3,1,1
4,2,2,1,1,2,1,150,3,1,1
3,2,1,1,2,2,1,8,2,1,1
1,2,1,1,2,2,1,0,3,21,1
3,1,1,1,2,1,1,0,6,18,1
2,2,1,1,1,1,1,0,8,2,1
1,1,2,2,2,2,1,0,2,1,1
1,1,1,1,2,2,1,0,1,1,1
4,2,1,3,3,3,1,0,2,1,1
3,2,1,2,2,2,1,0,3,4,1
4,1,1,1,1,2,2,0,12,8,1
4,2,1,1,2,1,1,100,23,1,1
4,2,1,2,2,2,1,0,12,0,0
1,1,3,2,2,2,1,0,2,1,1
4,2,1,1,1,2,1,150,4,64,1
1,1,2,2,2,2,1,0,2,1,1
2,2,2,2,2,2,1,0,1,3,1
0,2,1,2,2,2,1,0,0,0,0
1,1,1,1,2,2,2,9,2,1,1
4,2,1,1,3,3,2,0,12,1,1
2,2,3,2,1,1,1,50,92,1,1
4,2,2,2,2,2,1,0,8,1,1
3,1,1,3,1,2,1,50,30,28,1
4,2,1,1,2,2,1,0,2,4,1
4,2,1,1,1,2,1,0,3,2,1
4,3,1,2,2,2,1,0,14,11,1
1,3,1,2,2,2,1,0,2,0,0
2,2,2,3,1,3,1,0,14,8,1
1,3,2,1,1,2,1,150,3,4,1
0,1,3,2,2,2,1,0,2,9,1
1,2,1,3,3,2,1,0,2,3,1
2,3,1,1,1,1,1,500,19,1,1
2,2,1,2,2,2,1,0,3,1,1
3,2,2,2,2,2,1,0,1,1,1
2,2,1,2,2,2,1,0,3,1,1
2,3,1,1,1,2,1,0,4,6,1
4,2,1,1,1,1,2,100,5,7,1
3,2,2,2,2,2,1,0,5,1,1
4,2,1,1,1,3,1,0,7,7,1
2,3,1,2,2,2,1,0,3,0,0
3,2,1,1,1,2,1,0,2,1,1
1,2,1,1,3,2,1,0,2,17,1
4,3,1,1,1,2,1,100,6,3,1
3,2,1,1,1,2,1,0,2,1,1
3,2,2,2,2,2,1,0,3,1,1
3,2,1,2,2,2,1,0,4,1,1
2,2,1,2,2,2,1,0,4,1,1
2,2,1,3,2,2,1,0,2,1,1
1,2,2,2,2,2,1,0,3,1,1
2,2,1,2,2,2,1,0,3,1,1
4,1,1,1,1,2,1,100,2,1,1
3,1,1,2,2,2,1,0,1,1,1
3,2,1,1,1,1,1,300,24,7,1
2,1,1,3,3,3,2,0,2,7,1
3,1,1,1,2,2,1,0,4,1,1
4,2,2,1,1,2,1,0,3,29,1
3,2,1,2,2,2,1,0,3,10,1
4,2,1,1,2,2,1,50,3,1,1
2,2,2,1,1,2,1,200,3,6,1
3,2,1,1,1,1,1,0,29,1,1
1,1,1,1,1,2,1,0,32,1,1
4,3,1,1,2,2,1,0,2,1,1
2,2,1,2,2,2,1,1,7,3,1
4,3,1,1,1,1,1,50,5,4,1
1,2,1,1,2,2,1,0,1,1,1
4,3,2,1,1,2,1,0,12,1,1
4,2,2,2,2,2,1,0,2,6,1
2,2,1,1,1,2,1,0,5,1,1
3,2,2,2,2,1,1,0,12,1,1
2,2,1,2,2,2,1,0,2,1,1
2,3,2,1,1,2,1,0,12,1,1
1,1,3,3,3,3,1,0,24,8,1
3,2,1,3,1,3,1,0,3,1,1
4,2,1,1,1,1,1,0,12,1,1
2,2,3,3,3,2,1,0,6,2,1
2,1,2,2,2,2,1,0,4,8,1
4,2,2,1,1,1,1,500,48,6,1
4,1,1,1,1,1,1,100,5,3,1
1,3,3,1,1,2,1,550,10,22,1
4,2,2,3,3,3,1,0,2,1,1
3,2,1,2,2,2,1,0,5,1,1
4,2,3,3,3,3,1,0,24,1,1
2,2,2,1,2,2,1,0,3,1,1
1,2,2,2,2,2,1,50,1,1,1
3,2,2,2,2,2,1,0,1,1,1
4,2,3,1,1,1,1,0,24,0,0
3,2,1,2,2,2,1,0,4,1,1
1,1,2,2,2,2,1,0,1,1,1
4,2,1,1,1,1,1,0,48,1,1
2,2,2,2,2,2,1,20,2,49,1
2,2,3,1,1,1,1,0,18,4,1
2,1,1,2,2,2,1,0,2,1,1
2,2,2,3,3,3,1,0,12,0,0
2,2,1,1,1,2,1,0,3,2,1
2,2,1,2,2,2,1,0,2,1,1
2,2,2,2,3,2,1,0,12,0,0
3,2,1,1,1,1,1,50,6,22,1
2,2,1,2,2,2,1,20,1,6,1
3,2,1,1,1,1,1,0,7,1,1
3,1,1,2,2,2,1,0,2,1,1
2,2,1,2,2,2,1,0,2,1,1
3,2,1,2,2,2,1,0,5,6,1
1,3,2,3,3,3,1,0,84,0,0
2,1,2,1,2,2,1,0,2,23,1
2,2,1,1,1,2,1,0,3,10,1
2,2,2,1,2,2,1,0,1,7,1
2,2,2,2,2,2,1,0,1,0,0
2,2,2,1,2,2,1,0,2,6,1
4,2,3,2,2,2,1,0,11,20,1
4,1,1,3,3,3,1,100,2,2,1
3,2,1,1,3,3,1,0,4,1,1
1,2,1,3,3,3,1,0,7,1,1
3,1,1,1,2,2,1,0,2,1,1
3,3,2,3,3,1,1,0,36,1,1
2,1,2,1,2,2,1,0,2,9,1
2,1,1,2,2,2,1,0,6,30,1
4,2,1,1,1,1,1,0,3,1,1
4,2,1,1,1,2,1,0,5,1,1
4,1,1,2,2,2,1,0,3,0,0
2,3,2,1,2,3,1,0,1,2,1
2,2,2,2,2,1,1,0,12,16,1
4,2,1,2,2,2,1,0,1,0,0
2,2,1,2,2,2,1,0,1,34,1
3,2,2,1,1,1,1,0,12,1,1
4,2,2,2,2,2,1,0,3,1,1
1,2,2,2,2,2,1,0,1,1,1
2,3,1,1,1,2,1,0,5,4,1
2,2,1,1,3,2,1,0,9,8,1
4,2,1,1,1,1,1,100,16,1,1
1,2,1,1,1,2,1,0,5,39,1
2,2,3,1,2,2,1,550,2,1,1
3,2,1,2,2,2,1,0,2,1,1
4,2,1,1,1,1,1,0,12,3,1
4,3,1,1,1,1,1,0,36,4,1
2,2,1,1,2,2,1,0,1,1,1
3,2,1,2,2,2,1,0,1,1,1
3,2,2,2,2,2,1,100,8,0,0
1,1,2,1,1,2,1,0,48,1,1
2,2,1,2,2,2,1,0,2,10,1
3,1,1,1,1,2,1,0,2,9,1
4,2,1,1,1,1,1,0,3,1,1
3,2,2,3,3,2,1,0,12,1,1
3,2,1,1,1,2,1,0,5,1,1
2,2,2,1,1,1,1,0,4,1,1
4,3,1,3,3,3,1,0,3,1,1
3,3,1,3,3,2,1,0,12,9,1
2,1,2,1,1,2,1,0,2,1,1
2,2,1,2,2,2,1,0,1,1,1
3,2,1,1,2,2,1,80,12,0,0
2,2,1,1,1,2,1,0,30,5,1
4,2,1,1,1,2,1,90,2,1,1
4,1,1,1,1,1,1,200,6,6,1
4,3,1,1,1,1,1,0,60,2,1
4,2,1,1,1,1,1,0,60,1,1
0,2,3,1,1,2,1,0,4,1,1
1,1,2,2,2,2,1,0,2,1,1
3,2,1,1,1,2,1,0,1,1,1
4,2,2,1,1,1,1,150,24,1,1
1,2,1,1,3,2,1,0,1,1,1
1,1,1,2,2,2,1,0,2,10,1
4,1,1,3,2,3,1,5,1,0,0
4,2,1,1,1,1,1,200,1,1,1
1,2,2,1,1,2,1,0,1,2,1
4,2,2,1,1,1,1,0,24,1,1
4,2,1,1,1,1,1,0,9,1,1
2,2,2,2,2,2,1,0,1,1,1
2,1,1,1,2,2,1,30,1,1,1
1,3,2,2,2,2,1,0,10,1,1
2,2,2,1,2,2,1,0,2,0,0
1,3,1,1,1,2,1,0,10,1,1
2,2,2,2,2,3,1,0,3,0,0
3,2,1,1,1,1,1,100,4,5,1
2,2,1,1,1,2,1,0,3,1,1
4,2,1,2,2,2,1,50,8,1,1
2,1,2,2,2,2,1,0,2,0,0
2,2,1,2,2,2,1,0,2,1,1
4,2,1,1,1,3,1,0,4,1,1
2,2,1,1,2,2,1,0,1,1,1
4,1,2,1,1,1,1,0,8,11,1
2,2,1,2,2,2,1,10,2,1,1
2,2,1,3,3,1,1,0,24,1,1
3,2,2,1,1,3,1,0,1,0,0
4,1,1,3,1,2,1,0,2,11,1
1,2,1,1,1,2,1,0,2,4,1
2,1,1,2,2,2,2,0,2,1,1
2,2,1,1,1,1,1,0,20,1,1
1,2,1,1,2,1,1,0,3,13,1
4,1,1,1,1,2,1,0,2,0,0
0,2,2,3,3,3,1,0,6,1,1
4,3,1,1,1,1,1,300,15,1,1
3,2,1,1,1,1,1,0,8,1,1
2,1,2,3,3,1,1,0,9,1,1
0,3,3,3,3,3,1,0,12,1,1
2,2,2,2,2,2,1,0,18,0,0
2,2,1,2,2,2,1,0,3,1,1
4,2,1,3,3,1,2,0,24,0,0
4,1,1,1,1,2,1,0,12,1,1
3,2,2,1,1,2,2,0,12,1,1
4,2,2,1,1,1,1,0,12,0,0
1,1,1,1,1,2,1,0,1,6,1
2,2,1,1,2,2,1,0,1,1,1
3,2,1,2,2,2,1,0,4,1,1
2,2,2,1,1,2,1,0,2,1,1
2,2,1,1,1,1,1,0,4,7,1
1,1,1,1,1,3,1,0,1,2,1
1,1,2,2,2,2,1,100,2,1,1
3,1,1,1,2,2,1,0,2,1,1
1,2,1,2,2,2,1,0,2,17,1
2,2,2,2,2,2,1,0,4,1,1
2,2,1,3,1,1,1,0,18,2,1
2,2,1,1,1,2,1,0,2,1,1
4,2,1,2,2,3,1,0,2,1,1
2,2,2,2,2,2,1,0,1,1,1
3,1,2,1,2,2,1,0,4,0,0
3,1,3,1,1,1,2,0,84,30,1
4,2,1,2,2,1,1,0,24,18,1
3,2,1,2,2,2,1,0,1,6,1
4,1,2,2,2,2,1,0,3,1,1
4,2,1,2,2,3,1,0,9,1,1
1,3,2,1,1,2,1,0,48,1,1
4,2,2,1,1,2,1,0,7,12,1
1,1,3,1,1,3,1,0,24,30,1
4,2,1,1,1,2,1,100,4,1,1
1,2,2,2,2,2,1,0,2,0,0
3,2,1,2,2,2,1,0,6,64,1
1,2,2,2,2,2,1,150,4,0,0
2,2,1,1,2,1,1,0,6,3,1
0,1,2,1,1,1,1,0,60,1,1
1,1,1,1,2,2,1,0,2,1,1
2,2,2,1,1,1,1,0,4,1,1
0,2,2,2,2,3,1,0,2,1,1
4,2,2,1,1,3,1,0,60,3,1
1,2,2,1,2,2,1,0,1,1,1
4,2,2,2,3,3,1,0,2,4,1
0,1,2,3,3,3,1,0,120,0,0
2,2,1,2,2,2,1,0,1,16,1
3,2,2,1,1,1,1,0,12,1,1
1,2,1,2,2,2,1,0,3,15,1
4,2,1,1,1,1,1,100,6,1,1
1,2,3,1,1,1,1,0,72,1,1
2,2,1,2,2,2,1,0,1,0,0
1,2,1,2,2,2,1,0,1,2,1
2,2,1,1,2,2,1,0,2,1,1
2,2,1,3,3,2,1,0,5,1,1
3,2,1,2,2,2,1,0,3,1,1
2,1,2,2,2,2,1,0,1,1,1
4,2,2,2,2,2,1,0,3,1,1
2,2,1,2,2,2,1,50,2,2,1
2,2,2,1,2,2,1,0,3,1,1
2,2,2,1,1,2,1,200,27,1,1
1,2,1,2,2,2,1,0,2,2,1
2,2,1,2,2,2,1,0,1,0,0
4,3,3,3,3,3,1,0,36,0,0
3,2,1,3,3,2,1,0,1,5,1
4,2,1,2,1,2,1,0,6,0,0
1,1,1,2,2,2,1,0,1,0,0
2,2,1,1,2,2,1,0,2,3,1
4,2,2,1,1,1,1,0,12,1,1
1,2,2,2,2,2,1,0,2,3,1
2,2,1,1,1,1,1,0,5,1,1
2,2,1,1,2,1,1,0,12,1,1
3,2,2,1,1,2,1,0,2,2,1
1,2,1,2,2,2,1,0,2,0,0
2,2,1,1,2,2,1,0,3,17,1
4,1,1,3,3,2,1,250,6,1,1
2,2,2,2,2,2,1,0,2,1,1
3,3,1,3,3,2,1,0,12,1,1
2,2,1,1,1,2,1,0,2,1,1
4,2,2,1,1,1,1,0,96,9,1
1,3,1,3,3,3,1,0,24,1,1
4,1,1,2,2,1,1,0,4,0,0
3,2,1,1,1,2,1,0,2,2,1
3,2,1,1,2,2,1,0,2,1,1
4,2,2,1,1,1,1,150,2,1,1
2,3,2,1,1,2,1,0,4,1,1
4,1,1,1,1,3,1,0,6,1,1
3,2,1,3,1,2,1,0,4,1,1
2,3,1,2,2,2,1,0,1,0,0
4,2,3,1,1,1,1,0,24,1,1
4,2,1,1,1,1,1,0,24,1,1
3,2,2,3,1,2,1,0,1,1,1
1,1,1,2,2,2,1,0,2,8,1
4,2,1,3,3,3,1,0,2,2,1
3,3,2,2,2,1,1,0,3,10,1
4,2,1,1,1,2,1,0,36,1,1
1,3,2,3,3,3,1,0,3,1,1
2,1,1,1,1,2,1,0,2,1,1
3,2,1,1,1,1,1,80,17,1,1
4,2,2,1,1,1,1,0,6,3,1
4,2,2,1,1,2,1,0,5,1,1
4,2,3,2,2,1,1,100,12,4,1
2,2,1,1,2,2,1,0,2,1,1
2,2,1,2,2,2,1,0,2,1,1
3,3,1,1,1,1,1,0,18,1,1
4,2,1,1,1,1,1,0,7,10,1
4,2,1,1,2,2,1,0,2,1,1
2,2,1,1,1,1,1,0,12,3,1
4,2,2,1,1,1,1,0,36,1,1
3,1,2,2,2,2,1,300,3,1,1
2,2,1,1,1,1,1,0,36,14,1
4,2,1,1,1,1,1,0,60,22,1
4,2,2,3,3,3,1,0,24,0,0
3,2,1,1,1,2,1,110,10,1,1
2,2,2,1,1,2,1,0,12,33,1
2,2,1,1,1,2,1,0,4,1,1
4,1,1,1,1,1,1,500,24,1,1
1,1,3,1,1,1,1,100,60,5,1
4,2,1,1,1,1,1,100,6,3,1
4,2,2,1,2,2,1,0,4,2,1
2,2,1,1,2,2,1,0,2,1,1
2,2,3,2,2,2,1,350,2,1,1
2,2,1,2,2,2,1,0,0,0,0
3,2,1,1,1,1,1,0,72,1,1
2,1,1,2,2,2,1,0,3,0,0
4,1,1,2,2,2,1,0,2,0,0
2,2,1,2,2,2,1,0,1,1,1
4,2,1,2,2,2,1,0,3,1,1
2,2,2,1,2,2,1,0,2,1,1
3,2,2,3,3,3,2,0,120,49,1
4,2,2,3,3,3,1,0,12,1,1
2,2,1,1,1,2,1,0,2,1,1
4,2,1,2,2,2,1,0,2,1,1
1,2,2,2,2,2,1,0,1,2,1
3,1,1,2,2,2,1,0,1,0,0
4,2,1,1,2,2,1,0,2,1,1
1,2,1,1,1,3,1,0,7,0,0
4,2,1,1,1,1,1,300,36,1,1
3,1,1,2,2,2,1,0,3,1,1
4,1,1,1,2,3,1,50,2,1,1
2,1,1,2,2,2,1,0,2,1,1
2,2,1,2,1,2,1,0,2,1,1
3,2,2,1,1,1,1,0,8,1,1
4,2,1,2,2,2,1,0,96,1,1
1,2,2,2,2,2,1,0,1,1,1
3,2,1,2,2,2,1,0,1,1,1
3,2,1,1,1,2,1,0,6,19,1
1,2,1,2,2,2,1,0,2,5,1
3,2,1,2,2,2,1,0,3,2,1
1,1,1,1,1,2,1,0,3,1,1
3,1,1,1,1,2,1,50,12,1,1
1,3,1,1,2,2,1,0,2,1,1
1,1,2,2,2,2,1,0,4,1,1
2,1,1,1,1,2,1,0,15,17,1
2,1,1,3,3,3,3,0,72,64,1
2,2,2,2,2,2,1,0,2,1,1
4,2,1,3,3,3,1,0,5,1,1
2,2,1,1,1,3,1,0,2,1,1
4,3,1,1,2,2,1,0,6,22,1
1,2,1,1,1,1,1,0,3,3,1
4,2,2,2,2,2,1,0,7,0,0
4,2,1,1,2,2,1,0,3,1,1
2,3,2,2,2,2,1,0,5,1,1
1,2,2,2,2,2,1,0,2,4,1
3,2,2,1,1,1,1,0,7,32,1
3,2,1,1,1,3,1,0,1,1,1
3,3,2,1,1,2,1,0,49,11,1
1,2,1,2,2,2,1,0,1,2,1
1,2,1,2,2,2,1,0,1,12,1
2,2,2,2,2,2,1,0,12,1,1
4,1,1,3,3,2,1,1,9,1,1
0,3,2,2,2,3,1,0,2,1,1
1,2,2,3,3,3,1,0,2,1,1
4,1,2,2,2,2,1,0,2,0,0
2,2,2,1,2,2,1,0,3,1,1
1,1,1,2,2,2,1,0,4,64,1
2,1,1,1,2,3,1,0,2,1,1
2,1,1,1,2,2,1,0,4,2,1
4,2,2,1,2,1,1,0,12,1,1
2,2,1,1,1,2,1,0,2,1,1
1,2,1,3,3,3,1,0,5,7,1
1,2,1,2,2,3,1,0,1,2,1
3,2,1,1,2,2,1,0,3,1,1
1,2,2,3,3,3,1,0,36,15,1
1,2,2,1,1,2,1,0,1,1,1
3,2,2,2,2,2,1,0,2,30,1
4,2,2,3,3,3,1,0,36,1,1
4,2,2,2,2,2,1,0,2,1,1
0,1,2,1,1,3,1,0,12,1,1
3,3,1,1,1,2,1,0,2,1,1
3,2,1,1,2,3,1,0,3,2,1
3,3,2,3,2,2,1,0,12,2,1
4,2,1,2,2,2,1,0,2,3,1
3,2,1,2,2,2,1,0,2,0,0
2,2,2,1,1,1,1,0,60,1,1
2,1,1,1,2,3,1,0,1,1,1
4,2,2,3,3,3,1,0,2,0,0
1,2,2,1,2,2,1,0,1,1,1
3,2,2,3,3,3,1,0,7,15,1
4,2,1,1,1,2,1,0,6,22,1
4,2,2,2,2,2,1,0,12,3,1
2,1,2,1,2,2,1,0,48,0,0
4,2,1,1,1,1,1,0,5,12,1
3,2,2,1,1,2,1,150,1,1,1
4,1,1,1,1,3,1,0,4,1,1
4,2,1,2,2,2,1,0,2,2,1
2,1,2,1,2,2,1,0,1,17,1
2,2,1,2,2,2,1,0,0,0,0
3,2,3,2,2,2,1,0,5,2,1
3,2,1,2,2,2,1,0,1,1,1
1,2,1,2,2,2,1,50,12,1,1
4,2,1,1,1,1,1,1,13,39,1
4,2,2,2,2,2,1,0,2,1,1
4,2,1,1,1,2,1,0,12,2,1
4,1,1,1,1,2,1,0,5,1,1
3,2,1,2,2,2,1,0,2,21,1
1,1,2,1,1,2,1,200,12,9,1
4,1,3,2,1,2,1,220,13,7,1
1,2,1,2,2,2,1,0,7,1,1
2,2,1,3,1,2,1,0,24,1,1
0,2,2,1,1,1,1,0,27,1,1
4,2,2,2,2,3,1,0,2,0,0
3,2,1,1,1,1,1,0,24,1,1
1,1,3,1,1,2,1,0,60,10,1
1,2,2,1,1,2,1,0,5,11,1
4,1,2,2,2,2,1,0,1,1,1
2,2,2,2,2,2,1,0,1,4,1
1,2,1,3,1,2,1,0,5,1,1
2,1,1,2,2,2,1,0,4,1,1
2,3,1,2,2,2,1,50,3,1,1
4,2,1,1,1,1,1,0,11,1,1
2,2,2,1,1,2,1,0,2,2,1
2,2,1,1,1,2,1,120,4,1,1
1,2,2,1,1,2,1,0,2,1,1
3,1,1,1,1,2,1,0,4,1,1
3,2,1,1,1,1,1,0,6,1,1
2,1,1,1,3,1,1,0,7,13,1
1,3,3,1,2,2,1,150,4,1,1
4,2,2,1,1,1,1,0,12,1,1
2,2,1,1,1,1,1,0,10,7,1
2,1,1,2,2,2,1,0,2,1,1
2,2,2,1,2,2,1,0,1,1,1
4,2,2,1,1,2,1,50,3,7,1
1,2,1,1,2,2,1,0,2,13,1
2,2,1,1,1,2,1,0,1,0,0
2,2,2,1,2,2,1,0,2,1,1
4,2,2,3,2,3,1,0,12,3,1
3,1,1,2,2,2,1,0,1,0,0
2,2,1,1,2,3,1,0,3,1,1
2,1,1,1,1,1,1,0,10,1,1
3,1,1,1,1,1,1,80,12,1,1
